Rk,Team,Conference,W,L,NetRtg,AdjRtg,AdjRk,Win %,PyW %,Luck,Luck Z,Ortg,DRtg,PF,PA,ODrives,DDrives,SOS,SOS rank
1,USC,Big Ten,1,0,508.333,120.833,8,1.000,0.814,0.186,0.580,608.333,100.000,73,13,12,13,-120.833,88
2,Ole Miss,SEC,1,0,403.333,101.667,13,1.000,0.818,0.182,0.568,450.000,46.667,63,7,14,15,-101.667,83
3,Utah,Big 12,1,0,352.778,148.611,4,1.000,0.836,0.164,0.513,477.778,125.000,43,10,9,8,-148.611,92
4,TCU,Big 12,1,0,352.727,146.364,5,1.000,0.832,0.168,0.525,480.000,127.273,48,14,10,11,-146.364,91
5,Purdue,Big Ten,1,0,344.444,155.556,3,1.000,0.913,0.087,0.266,344.444,0.000,31,0,9,9,-155.556,93
6,Virginia,ACC,1,0,322.564,111.282,11,1.000,0.833,0.167,0.520,369.231,46.667,48,7,13,15,-111.282,85
7,Penn State,Big Ten,1,0,318.182,127.273,6,1.000,0.823,0.177,0.553,418.182,100.000,46,11,11,11,-127.273,90
8,Georgia,SEC,1,0,296.154,109.615,12,1.000,0.829,0.171,0.535,346.154,50.000,45,7,13,14,-109.615,84
9,Arizona,Big 12,1,0,283.333,158.586,2,1.000,0.989,0.011,0.022,333.333,50.000,40,6,12,12,-74.747,71
10,Temple,American Athletic,1,0,281.818,122.727,7,1.000,0.817,0.183,0.572,381.818,100.000,42,10,11,10,-122.727,89
11,Kansas,Big 12,1,0,240.000,240.606,1,1.000,1.000,0.000,-0.012,310.000,70.000,31,7,10,10,0.606,45
12,California,ACC,1,0,232.857,116.429,9,1.000,0.804,0.196,0.613,340.000,107.143,34,15,10,14,-116.429,87
13,South Florida,American Athletic,1,0,225.000,112.500,10,1.000,0.828,0.172,0.539,283.333,58.333,34,7,12,12,-112.500,86
14,Maryland,Big Ten,1,0,218.824,96.078,16,1.000,0.813,0.187,0.586,260.000,41.176,39,7,15,17,-96.078,78
15,Texas State,Sun Belt,1,0,202.727,101.364,14,1.000,0.710,0.290,0.913,472.727,270.000,52,27,11,10,-101.364,82
16,App State,Sun Belt,1,0,199.091,99.545,15,1.000,0.776,0.224,0.704,309.091,110.000,34,11,11,10,-99.545,79
17,UNLV,Mountain West,1,0,189.091,88.283,19,1.000,0.771,0.229,0.720,380.000,190.909,38,21,10,11,-100.808,80
18,Auburn,SEC,1,0,182.222,91.111,17,1.000,0.704,0.296,0.933,422.222,240.000,38,24,9,10,-91.111,77
19,Michigan,Big Ten,1,0,178.322,89.161,18,1.000,0.746,0.254,0.798,309.091,130.769,34,17,11,13,-89.161,76
20,Tennessee,SEC,1,0,175.000,87.500,20,1.000,0.713,0.287,0.906,375.000,200.000,45,26,12,13,-87.500,75
21,Wisconsin,Big Ten,1,0,170.000,85.000,21,1.000,0.824,0.176,0.551,170.000,0.000,17,0,10,10,-85.000,74
22,Tulane,American Athletic,1,0,164.394,82.197,22,1.000,0.796,0.204,0.638,191.667,27.273,23,3,12,11,-82.197,73
23,Mississippi State,SEC,1,0,141.667,70.833,23,1.000,0.704,0.296,0.932,283.333,141.667,34,17,12,12,-70.833,70
24,Florida State,ACC,1,0,140.000,70.000,24,1.000,0.691,0.309,0.976,310.000,170.000,31,17,10,10,-70.000,69
24,South Carolina,SEC,1,0,140.000,70.000,25,1.000,0.723,0.277,0.873,240.000,100.000,24,11,10,11,-70.000,68
26,Washington,Big Ten,1,0,135.455,67.727,26,1.000,0.671,0.329,1.037,345.455,210.000,38,21,11,10,-67.727,67
27,Indiana,Big Ten,1,0,128.788,64.394,27,1.000,0.702,0.298,0.941,245.455,116.667,27,14,11,12,-64.394,66
28,Michigan State,Big Ten,1,0,126.923,63.462,28,1.000,0.737,0.263,0.829,176.923,50.000,23,6,13,12,-63.462,65
29,Texas A&M,SEC,1,0,123.077,61.538,29,1.000,0.662,0.338,1.068,323.077,200.000,42,24,13,12,-61.538,64
30,Western Kentucky,Conference USA,1,0,113.333,12.525,43,1.000,0.567,0.433,1.371,273.333,160.000,41,24,15,15,-100.808,80
31,Minnesota,Big Ten,1,0,109.091,54.545,30,1.000,0.685,0.315,0.994,209.091,100.000,23,10,11,10,-54.545,63
32,Ohio,Mid-American,0,1,104.167,52.083,31,0.000,0.620,-0.620,-1.990,387.500,283.333,31,34,8,12,-52.083,62
33,Utah State,Mountain West,1,0,92.308,46.154,32,1.000,0.652,0.348,1.098,215.385,123.077,28,16,13,13,-46.154,61
34,Wyoming,Mountain West,1,0,83.333,41.667,33,1.000,0.705,0.295,0.929,83.333,0.000,10,0,12,13,-41.667,60
35,Georgia Tech,ACC,1,0,70.000,35.000,34,1.000,0.600,0.400,1.267,270.000,200.000,27,20,10,10,-35.000,59
